PLAYER_ID,PLAYER_NAME,TEAM_NAME,POSITION,HEIGHT,WEIGHT,COUNTRY,BIRTHDATE,DRAFT_NUMBER,GP,MIN,PTS,REB,AST,STL,BLK,GAME_DATE,SALARY
203506,Victor Oladipo,Heat,Guard,6-4,213,USA,1992-05-04T00:00:00,2,462,32.8,17.4,4.6,3.9,1.6,0.5,APR 24 2022,"$2,389,641"
203482,Kelly Olynyk,Pistons,Forward-Center,6-11,240,Canada,1991-04-19T00:00:00,13,610,22.0,10.1,5.1,2.0,0.8,0.5,,"$12,195,122"
1626224,Cedi Osman,Cavaliers,Forward,6-7,230,Turkey,1995-04-08T00:00:00,31,327,24.5,10.0,3.2,2.1,0.7,0.1,,"$8,133,334"
1629672,Eric Paschall,Jazz,Forward,6-6,255,USA,1996-11-04T00:00:00,41,158,19.5,9.8,3.2,1.4,0.3,0.2,APR 23 2022,"$1,782,621"
101108,Chris Paul,Suns,Guard,6-0,175,USA,1985-05-06T00:00:00,4,1155,34.5,18.1,4.5,9.5,2.1,0.1,APR 24 2022,"$30,800,000"
1626166,Cameron Payne,Suns,Guard,6-1,183,USA,1994-08-08T00:00:00,14,279,17.9,7.6,2.2,3.2,0.7,0.2,APR 24 2022,"$6,500,000"
203901,Elfrid Payton,Suns,Guard,6-3,195,USA,1994-02-22T00:00:00,10,500,26.8,10.1,4.0,5.7,1.2,0.3,APR 24 2022,"$2,239,544"
1627780,Gary Payton II,Warriors,Guard,6-3,195,USA,1992-12-01T00:00:00,Undrafted,142,14.5,5.2,2.8,1.1,1.0,0.3,APR 24 2022,"$1,669,178"
1630691,Jamorko Pickett,Pistons,Forward,6-9,206,USA,1997-12-24T00:00:00,Undrafted,13,13.5,3.8,2.5,0.5,0.0,0.5,,"$462,629"
1629033,Theo Pinson,Mavericks,Guard-Forward,6-5,212,USA,1995-11-05T00:00:00,Undrafted,87,8.7,2.9,1.3,1.1,0.3,0.1,APR 23 2022,"$440,710"
203486,Mason Plumlee,Hornets,Forward-Center,6-11,254,USA,1990-03-05T00:00:00,22,661,22.3,8.3,6.6,2.4,0.8,0.9,,"$9,248,333"
1627751,Jakob Poeltl,Spurs,Center,7-1,245,Austria,1995-10-15T00:00:00,9,416,20.2,7.3,6.1,1.4,0.5,1.3,,"$8,750,000"
1630197,Aleksej Pokusevski,Thunder,Forward,7-0,190,Serbia,2001-12-26T00:00:00,17,106,21.9,7.8,5.0,2.2,0.6,0.8,,"$3,113,160"
1630582,Yves Pons,Grizzlies,Forward,6-5,206,France,1999-05-07T00:00:00,Undrafted,12,5.9,1.1,1.0,0.1,0.1,0.3,APR 23 2022,"$462,629"
1629673,Jordan Poole,Warriors,Guard,6-4,194,USA,1999-06-19T00:00:00,28,184,24.7,13.7,2.6,2.9,0.7,0.2,APR 24 2022,"$2,161,440"
1626171,Bobby Portis,Bucks,Forward,6-10,250,USA,1995-02-10T00:00:00,22,453,21.7,11.1,6.6,1.2,0.6,0.4,APR 24 2022,"$4,347,600"
204001,Kristaps Porzingis,Wizards,Forward-Center,7-3,240,Latvia,1995-08-02T00:00:00,4,337,30.8,18.9,7.9,1.6,0.7,1.9,,"$31,650,600"
203939,Dwight Powell,Mavericks,Forward-Center,6-10,240,Canada,1991-07-20T00:00:00,45,511,19.0,7.7,4.6,1.0,0.6,0.5,APR 23 2022,"$11,080,125"
1629619,Myles Powell,76ers,Guard,6-2,195,USA,1997-07-07T00:00:00,Undrafted,11,4.7,1.2,0.5,0.3,0.1,0.0,APR 23 2022,"$300,443"
1626181,Norman Powell,Clippers,Guard,6-3,215,USA,1993-05-25T00:00:00,46,421,22.4,11.3,2.6,1.5,0.8,0.3,,"$15,517,242"
1627752,Taurean Prince,Timberwolves,Forward,6-6,218,USA,1994-03-22T00:00:00,12,370,24.2,10.5,3.9,1.7,0.8,0.4,APR 23 2022,"$13,000,000"
1630202,Payton Pritchard,Celtics,Guard,6-1,195,USA,1998-01-28T00:00:00,26,137,16.6,6.9,2.1,1.9,0.5,0.1,APR 23 2022,"$2,137,440"
1630243,Trevelin Queen,Rockets,Guard,6-6,190,USA,1997-02-25T00:00:00,Undrafted,10,7.4,4.3,1.6,0.4,0.5,0.1,,"$303,102"
1629674,Neemias Queta,Kings,Center,7-0,248,Portugal,1999-07-13T00:00:00,39,15,8.0,3.0,2.1,0.4,0.1,0.5,,"$462,629"
1630193,Immanuel Quickley,Knicks,Guard,6-3,190,USA,1999-06-17T00:00:00,25,142,21.5,11.4,2.7,2.8,0.6,0.1,,"$2,210,640"
203944,Julius Randle,Knicks,Forward-Center,6-8,250,USA,1994-11-29T00:00:00,7,518,31.2,17.7,9.3,3.6,0.7,0.5,,"$21,780,000"
1630559,Austin Reaves,Lakers,Guard,6-5,197,USA,1998-05-29T00:00:00,Undrafted,61,23.2,7.3,3.2,1.8,0.5,0.3,,"$925,258"
1629629,Cam Reddish,Knicks,Forward-Guard,6-8,217,USA,1999-09-01T00:00:00,10,133,24.9,10.5,3.2,1.3,1.1,0.4,,"$4,670,160"
1628432,Davon Reed,Nuggets,Guard,6-5,206,USA,1995-06-11T00:00:00,32,79,12.1,3.6,1.9,0.9,0.4,0.1,APR 24 2022,"$532,398"
1630194,Paul Reed,76ers,Forward,6-9,210,USA,1999-06-14T00:00:00,58,64,7.5,3.2,2.4,0.4,0.7,0.4,APR 23 2022,"$1,517,981"
1629675,Naz Reid,Timberwolves,Center-Forward,6-9,264,USA,1999-08-26T00:00:00,Undrafted,177,17.3,9.5,4.2,1.0,0.5,1.0,APR 23 2022,"$1,782,621"
1630208,Nick Richards,Hornets,Center,7-0,245,Jamaica,1997-11-29T00:00:00,42,68,6.3,2.4,1.4,0.2,0.1,0.3,,"$1,517,981"
1626196,Josh Richardson,Spurs,Guard,6-5,200,USA,1993-09-15T00:00:00,40,438,29.8,12.0,3.1,2.7,1.1,0.6,,"$11,615,328"
203085,Austin Rivers,Nuggets,Guard,6-4,200,USA,1992-08-01T00:00:00,10,655,24.2,8.8,2.1,2.2,0.7,0.2,APR 24 2022,"$2,401,537"
1629130,Duncan Robinson,Heat,Forward,6-7,215,USA,1994-04-22T00:00:00,Undrafted,239,27.7,11.9,2.9,1.5,0.5,0.2,APR 24 2022,"$15,650,000"
1629011,Mitchell Robinson,Knicks,Center-Forward,7-0,240,USA,1998-04-01T00:00:00,36,230,23.8,8.4,7.5,0.6,0.9,2.0,,"$1,802,057"
1630526,Jeremiah Robinson-Earl,Thunder,Forward,6-8,242,USA,2000-11-03T00:00:00,32,49,22.2,7.5,5.6,1.0,0.6,0.3,,"$2,000,000"
1629676,Isaiah Roby,Thunder,Forward,6-8,230,USA,1998-02-03T00:00:00,45,109,21.9,9.1,5.1,1.6,0.8,0.7,,"$1,782,621"
200765,Rajon Rondo,Cavaliers,Guard,6-1,180,USA,1986-02-22T00:00:00,21,957,29.9,9.8,4.5,7.9,1.6,0.1,,"$7,500,000"
201565,Derrick Rose,Knicks,Guard,6-2,200,USA,1988-10-04T00:00:00,1,672,31.7,18.2,3.3,5.4,0.8,0.3,,"$13,445,120"
203082,Terrence Ross,Magic,Guard-Forward,6-6,206,USA,1991-02-05T00:00:00,8,670,24.8,11.2,2.8,1.3,0.8,0.3,,"$12,500,000"
1626179,Terry Rozier,Hornets,Guard,6-1,190,USA,1994-03-17T00:00:00,16,477,26.1,12.7,3.9,3.2,0.9,0.2,,"$17,905,263"
201937,Ricky Rubio,Pacers,Guard,6-2,190,Spain,1990-10-21T00:00:00,5,665,30.3,11.1,4.2,7.6,1.8,0.1,,"$17,800,000"
1626156,D'Angelo Russell,Timberwolves,Guard,6-4,193,USA,1996-02-23T00:00:00,2,424,29.4,17.7,3.5,5.6,1.1,0.3,APR 23 2022,"$30,013,500"
1630346,Matt Ryan,Celtics,Forward,6-7,215,USA,1997-04-17T00:00:00,Undrafted,1,5.0,3.0,0.0,0.0,1.0,0.0,APR 23 2022,"$111,669"
1627734,Domantas Sabonis,Kings,Forward-Center,6-11,240,Lithuania,1996-05-03T00:00:00,11,415,28.4,14.4,9.2,3.6,0.7,0.4,,"$18,500,000"
203967,Dario Saric,Suns,Forward-Center,6-10,225,Croatia,1994-04-08T00:00:00,12,356,25.2,11.7,5.9,2.0,0.6,0.2,APR 24 2022,"$8,510,000"
203107,Tomas Satoransky,Wizards,Guard,6-7,210,Czech Republic,1991-10-30T00:00:00,32,388,22.2,6.9,2.9,4.1,0.8,0.2,,"$10,000,000"
1630648,Jordan Schakel,Wizards,Guard,6-6,200,USA,1998-06-13T00:00:00,Undrafted,4,7.5,1.3,2.0,0.0,0.3,0.0,,"$53,176"
1629678,Admiral Schofield,Magic,Forward,6-5,241,United Kingdom,1997-03-30T00:00:00,42,71,11.8,3.5,1.9,0.6,0.2,0.1,,"$723,741"
1630206,Jay Scrubb,Clippers,Guard,6-5,220,USA,2000-09-01T00:00:00,55,22,9.4,3.8,1.4,0.4,0.4,0.1,,"$462,629"
1630578,Alperen Sengun,Rockets,Center,6-10,243,Turkey,2002-07-25T00:00:00,16,72,20.7,9.6,5.5,2.6,0.8,0.9,,"$3,214,680"
1629012,Collin Sexton,Cavaliers,Guard,6-1,190,USA,1999-01-04T00:00:00,8,218,32.9,20.0,3.0,3.3,0.8,0.1,,"$6,349,671"
1629013,Landry Shamet,Suns,Guard,6-4,190,USA,1997-03-13T00:00:00,26,262,23.3,9.0,1.8,1.6,0.4,0.1,APR 24 2022,"$3,768,342"
1630549,Day'Ron Sharpe,Nets,Forward,6-9,265,USA,2001-11-06T00:00:00,29,32,12.2,6.2,5.0,0.5,0.3,0.5,APR 23 2022,"$2,009,160"
1627783,Pascal Siakam,Raptors,Forward,6-8,230,Cameroon,1994-04-02T00:00:00,27,400,29.5,15.7,6.3,3.1,0.9,0.7,APR 23 2022,"$33,003,936"
1627732,Ben Simmons,Nets,Guard-Forward,6-11,240,Australia,1996-07-20T00:00:00,1,275,33.9,15.9,8.1,7.7,1.7,0.7,APR 23 2022,"$33,003,936"
1630250,Marko Simonovic,Bulls,Center,6-11,220,Montenegro,1999-10-15T00:00:00,44,9,3.9,1.9,1.1,0.0,0.1,0.1,APR 24 2022,"$925,258"
1629014,Anfernee Simons,Trail Blazers,Guard,6-3,181,USA,1999-06-08T00:00:00,24,211,20.7,10.2,2.2,2.0,0.4,0.1,,"$3,938,818"
1630579,Jericho Sims,Knicks,Center,6-9,250,USA,1998-10-20T00:00:00,58,41,13.5,2.2,4.1,0.5,0.3,0.5,,"$462,629"
203935,Marcus Smart,Celtics,Guard,6-4,220,USA,1994-03-06T00:00:00,6,520,29.8,10.5,3.6,4.5,1.6,0.4,APR 23 2022,"$14,339,285"
1630188,Jalen Smith,Pacers,Forward-Center,6-10,215,USA,2000-03-16T00:00:00,10,78,13.8,6.7,4.4,0.4,0.2,0.6,,"$4,458,000"
1630270,Xavier Sneed,Jazz,Forward,6-5,215,USA,1997-12-21T00:00:00,Undrafted,9,4.3,0.6,0.7,0.1,0.0,0.0,APR 23 2022,"$146,233"
203503,Tony Snell,Pelicans,Guard,6-6,213,USA,1991-11-10T00:00:00,20,601,21.8,6.1,2.3,1.1,0.4,0.2,APR 24 2022,"$2,389,641"
1630531,Jaden Springer,76ers,Guard,6-4,202,USA,2002-09-25T00:00:00,28,2,3.0,1.0,1.0,0.0,0.0,1.0,APR 23 2022,"$2,023,680"
203917,Nik Stauskas,Celtics,Guard,6-6,207,Canada,1993-10-07T00:00:00,8,343,19.5,6.7,2.0,1.5,0.4,0.2,APR 23 2022,"$534,993"
202362,Lance Stephenson,Pacers,Forward,6-5,210,USA,1990-09-05T00:00:00,40,554,22.9,8.6,4.1,2.9,0.6,0.1,,"$1,614,825"
1630205,Lamar Stevens,Cavaliers,Forward,6-6,230,USA,1997-07-09T00:00:00,Undrafted,103,14.7,5.3,2.5,0.7,0.5,0.3,,"$1,517,981"
1630191,Isaiah Stewart,Pistons,Forward-Center,6-8,250,USA,2001-05-22T00:00:00,16,139,23.5,8.1,7.7,1.0,0.4,1.2,,"$3,277,080"
1629622,Max Strus,Heat,Guard-Forward,6-5,215,USA,1996-03-28T00:00:00,Undrafted,109,19.3,8.8,2.2,1.1,0.4,0.2,APR 24 2022,"$1,669,178"
1630591,Jalen Suggs,Magic,Guard,6-5,205,USA,2001-06-03T00:00:00,5,48,27.2,11.8,3.6,4.4,1.2,0.4,,"$6,592,920"
1630256,Jae'Sean Tate,Rockets,Forward,6-4,230,USA,1995-10-28T00:00:00,Undrafted,148,27.7,11.6,5.4,2.7,1.1,0.5,,"$1,517,981"
1628369,Jayson Tatum,Celtics,Forward-Guard,6-8,210,USA,1998-03-03T00:00:00,3,365,33.4,20.9,6.6,3.0,1.1,0.7,APR 23 2022,"$28,103,500"
1630678,Terry Taylor,Pacers,Forward,6-5,230,USA,1999-09-23T00:00:00,Undrafted,33,21.6,9.6,5.2,1.2,0.4,0.2,,"$895,125"
202066,Garrett Temple,Pelicans,Guard-Forward,6-5,195,USA,1986-05-08T00:00:00,Undrafted,691,21.4,6.4,2.3,1.7,0.8,0.3,APR 24 2022,"$4,910,000"
1630179,Tyrell Terry,Grizzlies,Guard,6-2,160,USA,2000-09-28T00:00:00,31,13,4.5,1.0,0.5,0.5,0.4,0.0,APR 23 2022,"$1,869,438"
1628464,Daniel Theis,Celtics,Forward-Center,6-9,245,Germany,1992-04-04T00:00:00,Undrafted,306,19.6,7.6,4.9,1.3,0.5,0.9,APR 23 2022,"$8,280,351"
1630271,Brodric Thomas,Celtics,Guard,6-5,185,USA,1997-01-28T00:00:00,Undrafted,44,10.4,3.3,1.4,0.9,0.4,0.3,APR 23 2022,"$462,629"
1630560,Cam Thomas,Nets,Guard,6-3,210,Japan,2001-10-13T00:00:00,27,67,17.6,8.5,2.4,1.2,0.5,0.1,APR 23 2022,"$2,036,280"
202738,Isaiah Thomas,Hornets,Guard,5-9,185,USA,1989-02-07T00:00:00,60,550,28.3,17.7,2.4,4.8,0.9,0.1,,"$910,926"
1629744,Matt Thomas,Bulls,Guard,6-3,190,USA,1994-08-04T00:00:00,Undrafted,126,9.7,4.0,1.2,0.5,0.2,0.0,APR 24 2022,"$1,669,178"
202691,Klay Thompson,Warriors,Guard,6-6,220,USA,1990-02-08T00:00:00,11,647,32.9,19.5,3.5,2.3,0.9,0.5,APR 24 2022,"$37,980,720"
202684,Tristan Thompson,Bulls,Center-Forward,6-9,254,Canada,1991-03-13T00:00:00,4,730,26.8,9.0,8.4,1.0,0.5,0.7,APR 24 2022,"$9,946,611"
1630550,JT Thor,Hornets,Forward,6-9,203,USA,2002-08-26T00:00:00,37,33,7.9,2.0,1.3,0.6,0.2,0.3,,"$1,250,000"
1629680,Matisse Thybulle,76ers,Guard-Forward,6-5,201,USA,1997-03-04T00:00:00,20,196,21.8,4.8,1.9,1.1,1.6,1.0,APR 23 2022,"$2,840,160"
1629681,Killian Tillie,Grizzlies,Forward-Center,6-9,220,France,1998-03-05T00:00:00,Undrafted,54,11.9,3.2,1.6,0.6,0.5,0.4,APR 23 2022,"$1,901,625"
1630214,Xavier Tillman,Grizzlies,Forward,6-8,245,USA,1999-01-12T00:00:00,35,112,15.9,5.7,3.7,1.2,0.8,0.4,APR 23 2022,"$1,517,981"
1630225,Isaiah Todd,Wizards,Forward,6-9,219,USA,2001-10-17T00:00:00,31,12,6.2,1.7,1.0,0.3,0.3,0.2,,"$1,500,000"
1630167,Obi Toppin,Knicks,Forward,6-9,220,USA,1998-03-04T00:00:00,8,134,14.3,6.7,3.0,0.8,0.3,0.4,,"$5,105,160"
1629308,Juan Toscano-Anderson,Warriors,Forward,6-6,209,USA,1993-04-10T00:00:00,Undrafted,139,17.1,4.8,3.3,2.2,0.7,0.3,APR 24 2022,"$1,701,593"
1626157,Karl-Anthony Towns,Timberwolves,Center-Forward,6-11,248,USA,1995-11-15T00:00:00,1,482,34.2,23.2,11.3,3.1,0.8,1.4,APR 23 2022,"$31,650,600"
1629730,Rayjon Tucker,Bucks,Guard,6-3,209,USA,1997-09-24T00:00:00,Undrafted,39,7.7,3.0,1.0,0.5,0.2,0.0,APR 24 2022,"$220,639"
1626167,Myles Turner,Pacers,Center-Forward,6-11,250,USA,1996-03-24T00:00:00,11,431,28.7,12.7,6.7,1.2,0.7,2.3,,"$18,000,000"
202685,Jonas Valanciunas,Pelicans,Center,6-11,265,Lithuania,1992-05-06T00:00:00,5,695,26.1,13.4,9.5,1.2,0.4,1.0,APR 24 2022,"$14,000,000"
1627832,Fred VanVleet,Raptors,Guard,6-1,197,USA,1994-02-25T00:00:00,Undrafted,348,28.3,13.7,3.2,4.9,1.3,0.4,APR 23 2022,"$19,675,926"
1629020,Jarred Vanderbilt,Timberwolves,Forward,6-9,214,USA,1999-04-03T00:00:00,41,166,18.9,5.4,6.2,1.1,1.0,0.6,APR 23 2022,"$4,050,000"
1630170,Devin Vassell,Spurs,Guard-Forward,6-5,200,USA,2000-08-23T00:00:00,11,133,22.5,9.1,3.6,1.4,0.9,0.4,,"$4,235,160"
1629216,Gabe Vincent,Heat,Guard,6-3,200,USA,1996-06-14T00:00:00,Undrafted,127,18.3,6.7,1.5,2.2,0.7,0.1,APR 24 2022,"$1,669,178"
202696,Nikola Vucevic,Bulls,Center,6-10,260,Montenegro,1990-10-24T00:00:00,16,741,30.9,16.9,10.4,2.7,0.9,0.9,APR 24 2022,"$24,000,000"
1629731,Dean Wade,Cavaliers,Forward-Center,6-9,228,USA,1996-11-20T00:00:00,Undrafted,126,18.0,5.3,3.0,1.0,0.5,0.3,,"$1,782,621"
1630532,Franz Wagner,Magic,Forward,6-10,220,Germany,2001-08-27T00:00:00,8,79,30.7,15.2,4.5,2.9,0.9,0.4,,"$5,007,840"
1629021,Moritz Wagner,Magic,Forward-Center,6-11,245,Germany,1997-04-26T00:00:00,25,196,15.1,7.5,3.5,1.1,0.4,0.3,,"$1,729,217"
202689,Kemba Walker,Knicks,Guard,6-0,184,USA,1990-05-08T00:00:00,9,741,33.3,19.5,3.8,5.3,1.2,0.4,,"$34,967,442"
202322,John Wall,Rockets,Guard,6-3,210,USA,1990-09-06T00:00:00,1,613,35.6,19.1,4.3,9.1,1.7,0.7,,"$44,310,840"
1629139,Yuta Watanabe,Raptors,Guard-Forward,6-9,215,Japan,1994-10-13T00:00:00,Undrafted,121,12.0,3.8,2.5,0.6,0.4,0.3,APR 23 2022,"$1,762,796"
1630322,Lindy Waters III,Thunder,Forward,6-6,215,USA,1997-07-28T00:00:00,Undrafted,25,18.6,8.0,2.9,1.0,0.8,0.3,,"$159,527"
1630570,Trendon Watford,Trail Blazers,Forward,6-8,237,USA,2000-11-09T00:00:00,Undrafted,48,18.1,7.6,4.1,1.7,0.5,0.6,,"$768,830"
1629683,Quinndary Weatherspoon,Warriors,Guard,6-3,205,USA,1996-09-10T00:00:00,49,42,6.5,2.1,0.8,0.6,0.3,0.1,APR 24 2022,"$346,491"
201566,Russell Westbrook,Lakers,Guard,6-3,200,USA,1988-11-12T00:00:00,4,1021,34.7,22.8,7.4,8.4,1.7,0.3,,"$44,211,146"
1629632,Coby White,Bulls,Guard,6-4,195,USA,2000-02-16T00:00:00,7,195,28.2,13.7,3.6,3.5,0.6,0.2,APR 24 2022,"$5,837,760"
1628401,Derrick White,Celtics,Guard,6-4,190,USA,1994-07-02T00:00:00,29,263,25.9,11.5,3.3,3.8,0.8,0.8,APR 23 2022,"$15,678,571"
202355,Hassan Whiteside,Jazz,Center,7-0,265,USA,1989-06-13T00:00:00,33,511,24.7,12.6,10.8,0.6,0.5,2.2,APR 23 2022,"$2,401,537"
1630580,Joe Wieskamp,Spurs,Guard-Forward,6-6,205,USA,1999-08-23T00:00:00,41,29,7.1,2.1,0.5,0.3,0.1,0.1,,"$563,663"
1630598,Aaron Wiggins,Thunder,Guard,6-4,190,USA,1999-01-02T00:00:00,55,50,24.2,8.3,3.6,1.4,0.6,0.2,,"$1,305,761"
203952,Andrew Wiggins,Warriors,Forward,6-7,197,Canada,1995-02-23T00:00:00,1,598,35.0,19.3,4.4,2.3,1.0,0.7,APR 24 2022,"$31,579,390"
1629623,Lindell Wigginton,Bucks,Guard,6-1,189,Canada,1998-03-28T00:00:00,,19,10.5,4.2,1.3,1.2,0.3,0.1,APR 24 2022,"$233,973"
1630314,Brandon Williams,Trail Blazers,Guard,6-2,190,USA,1999-11-22T00:00:00,Undrafted,24,26.7,12.9,3.1,3.9,1.0,0.4,,"$180,798"
1629684,Grant Williams,Celtics,Forward,6-6,236,USA,1998-11-30T00:00:00,22,209,19.4,5.4,3.0,1.0,0.5,0.6,APR 23 2022,"$2,617,800"
1629026,Kenrich Williams,Thunder,Guard-Forward,6-6,210,USA,1994-12-02T00:00:00,Undrafted,200,22.1,6.5,4.5,2.0,0.9,0.3,,"$2,000,000"
1630172,Patrick Williams,Bulls,Forward,6-7,215,USA,2001-08-26T00:00:00,4,88,27.3,9.2,4.5,1.3,0.8,0.6,APR 24 2022,"$7,422,000"
1630533,Ziaire Williams,Grizzlies,Forward,6-9,185,USA,2001-09-12T00:00:00,10,62,21.7,8.1,2.1,1.0,0.6,0.2,APR 23 2022,"$4,373,040"
1629627,Zion Williamson,Pelicans,Forward,6-6,284,USA,2000-07-06T00:00:00,1,85,31.7,25.7,7.0,3.2,0.9,0.6,APR 24 2022,"$10,733,400"
1629685,Dylan Windler,Cavaliers,Guard-Forward,6-6,196,USA,1996-09-22T00:00:00,26,81,12.0,3.3,2.4,0.8,0.4,0.2,,"$2,239,200"
1626159,Justise Winslow,Trail Blazers,Forward-Guard,6-6,222,USA,1996-03-26T00:00:00,10,315,25.8,8.4,5.1,2.5,0.9,0.4,,"$3,902,439"
1630216,Cassius Winston,Wizards,Guard,6-1,185,USA,1998-02-28T00:00:00,53,29,4.7,1.9,0.3,0.7,0.1,0.0,,"$462,629"
1630164,James Wiseman,Warriors,Center,7-0,240,USA,2001-03-31T00:00:00,2,39,21.4,11.5,5.8,0.7,0.3,0.9,APR 24 2022,"$9,166,800"
1626174,Christian Wood,Rockets,Forward,6-9,214,USA,1995-09-27T00:00:00,Undrafted,222,23.6,14.2,7.3,1.3,0.6,0.9,,"$13,666,667"
1626153,Delon Wright,Hawks,Guard,6-5,185,USA,1992-04-26T00:00:00,20,411,20.9,7.2,3.2,3.0,1.2,0.4,APR 24 2022,"$8,526,316"
1630589,Moses Wright,Mavericks,Forward,6-8,226,USA,1998-12-23T00:00:00,Undrafted,4,3.8,1.3,0.8,0.5,0.0,0.3,APR 23 2022,"$172,821"
201152,Thaddeus Young,Raptors,Forward,6-8,235,USA,1988-06-21T00:00:00,12,1085,29.3,12.8,5.8,1.8,1.4,0.4,APR 23 2022,"$14,190,000"
1629027,Trae Young,Hawks,Guard,6-1,164,USA,1998-09-19T00:00:00,5,280,33.6,25.3,3.9,9.1,0.9,0.2,APR 24 2022,"$8,326,471"
1630209,Omer Yurtseven,Heat,Center,6-11,275,Turkey,1998-06-19T00:00:00,Undrafted,56,12.6,5.3,5.3,0.9,0.3,0.4,APR 24 2022,"$1,489,065"
1627826,Ivica Zubac,Clippers,Center,7-0,240,Croatia,1997-03-18T00:00:00,32,360,19.0,8.3,6.5,1.1,0.3,0.8,,"$7,518,518"
